text,merek,jenis_produk,kandungan,manfaat,topik,alasan_topik_kosong,topik_label
neogen bio peel gauze peeling green tea,neogen bio,peel gauze,green tea,peeling,4.0,,Brightening dengan Bahan Aktif
wardah day moisturizer,wardah,moisturizer,,day,0.0,,Skincare Anti-Aging dan Brightening
safi age defy cream cleanser deep moisturizing,safi,cream cleanser,,"age defy, deep moisturizing",3.0,,Hidrasi dan Perawatan Kulit Sensitif
from this island plumping cream moisturizer brightening hydrating anti - aging,from this island,cream moisturizer,plumping,brightening hydrating anti - aging,1.0,,Pembersih Wajah dan Perawatan Jerawat
sk ii facial treatment essence,sk ii,essence,,facial treatment,3.0,,Hidrasi dan Perawatan Kulit Sensitif
rivya timeless beauty,rivya,,,timeless beauty,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
b erl skin reborn retinol serum anti - aging bakuchiol hydroxypinacolone retinoate mencerahkan mengencangkan kerutan,b erl,serum,"retinol, bakuchiol hydroxypinacolone retinoate","skin reborn, anti - aging, mencerahkan mengencangkan kerutan",0.0,,Skincare Anti-Aging dan Brightening
esther serum pengencangan,esther,serum,,pengencangan,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
natur e advanced age re juve glow intensive ultra light sun protection spf 45 pa sunscreen wajah ringan melembabkan meremajakan kulit vitamin astaxanthin,natur e,sunscreen,vitamin astaxanthin,"advanced age re juve glow intensive ultra light sun protection spf 45 pa, wajah ringan melembabkan meremajakan kulit",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skin sake anti - aging melawan penuaan menghaluskan garis halus meratakan tekstur warna kulit wajah,skin sake,,,anti - aging melawan penuaan menghaluskan garis halus meratakan tekstur warna kulit wajah,0.0,,Skincare Anti-Aging dan Brightening
avoskin lactic acid kiwi niacinamide,avoskin,,"lactic acid, kiwi, niacinamide",,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
bio beauty lab jerawat care,bio beauty lab,,,jerawat care,1.0,,Pembersih Wajah dan Perawatan Jerawat
numbuzin sleep mask serum,numbuzin,sleep mask serum,,,0.0,,Skincare Anti-Aging dan Brightening
toner hydrating exfoliating,,toner,,hydrating exfoliating,4.0,,Brightening dengan Bahan Aktif
aizen jerawat scar perawatan treatment,aizen,,,"jerawat scar, perawatan treatment",1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah bright creamy foam oil control,wardah,creamy foam,,"bright, oil control",3.0,,Hidrasi dan Perawatan Kulit Sensitif
acnes creamy wash,acnes creamy,wash,,,0.0,,Skincare Anti-Aging dan Brightening
glowlabs soothe and shoot spf,glowlabs,,,"soothe and shoot, spf",0.0,,Skincare Anti-Aging dan Brightening
caudalie micellar cleansing water penghapus makeup,caudalie,"micellar, water",,"cleansing, penghapus makeup",4.0,,Brightening dengan Bahan Aktif
skintific pore clay stick,skintific,clay stick,,pore,4.0,,Brightening dengan Bahan Aktif
pinkberry glow brightening cleanser,,cleanser,pinkberry,glow brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
safi age defy essence,safi,essence,,age defy,0.0,,Skincare Anti-Aging dan Brightening
sk ii facial treatment repair,sk ii,,,facial treatment repair,4.0,,Brightening dengan Bahan Aktif
kose speedy cleansing makeup remover,kose,,,"speedy cleansing, makeup remover",4.0,,Brightening dengan Bahan Aktif
bhumi moisturizer,bhumi,moisturizer,,,0.0,,Skincare Anti-Aging dan Brightening
innisfree orchid eye cream,innisfree,cream,orchid,eye,1.0,,Pembersih Wajah dan Perawatan Jerawat
mary may centella asiatica serum,mary may,serum,centella asiatica,,1.0,,Pembersih Wajah dan Perawatan Jerawat
beneath moisturizer,beneath,moisturizer,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
diri essentials facial cleanser,diri,"essentials, facial cleanser",,,0.0,,Skincare Anti-Aging dan Brightening
clinelle caviar firming cleanser,clinelle,cleanser,caviar,firming,3.0,,Hidrasi dan Perawatan Kulit Sensitif
hada labo gokujyun ultimate anti - aging lotion,hada labo gokujyun,lotion,anti,"ultimate, - aging",3.0,,Hidrasi dan Perawatan Kulit Sensitif
rose day sunscreen airy drop spf 50 pa,rose day,sunscreen,,airy drop spf 50 pa,0.0,,Skincare Anti-Aging dan Brightening
clean clear oil controling toner,clean clear,toner,,oil controling,3.0,,Hidrasi dan Perawatan Kulit Sensitif
b erl face toner hyaluronic acid melembapkan menyegarkan wajah,b erl,face toner,hyaluronic acid,melembapkan menyegarkan wajah,4.0,,Brightening dengan Bahan Aktif
d alba white spray serum,d alba,spray serum,,white,3.0,,Hidrasi dan Perawatan Kulit Sensitif
tavi 5 pha bha retexture toner,tavi 5,toner,pha bha,retexture,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
rei skin,rei skin,,,,,entitas tidak dikenali dictionary LDA,
mary may cica tea tree aha pha blemish toner,mary may,blemish toner,cica tea tree aha pha,,4.0,,Brightening dengan Bahan Aktif
2 nivea men facial foam deep jerawat oil clear face scrub sabun cuci wajah pria membersihkan bakteri penyebab komedo kontrol kulit berminyak mengecilkan pori angkat sel mati himalayan salt salicylic acid,2 nivea men,"facial foam, face scrub sabun cuci wajah pria",himalayan salt salicylic acid,"deep jerawat oil clear, membersihkan bakteri penyebab komedo kontrol kulit berminyak mengecilkan pori angkat sel mati",1.0,,Pembersih Wajah dan Perawatan Jerawat
b erl berry jerawat treatment oil control sunscreen oily kulit berminyak mencerahkan,b erl,sunscreen,berry,"jerawat treatment oil control, oily kulit berminyak, mencerahkan",1.0,,Pembersih Wajah dan Perawatan Jerawat
jumiso soothing cica aloe facial serum,jumiso,facial serum,cica aloe,soothing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
bhumi defense daily sunscreen,bhumi,sunscreen,,defense daily,4.0,,Brightening dengan Bahan Aktif
b erl flek booster serum peeling retinol sunscreen,b erl,"serum, sunscreen",retinol,"flek, booster, peeling",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
house of hur brightening skin essence pad,house of hur,essence pad,,brightening skin,4.0,,Brightening dengan Bahan Aktif
skintific niacinamide brightening serum pencerah wajah anti kusam noda hitam membuat glowing,skintific,serum,niacinamide,"brightening, pencerah wajah anti kusam noda hitam membuat glowing",1.0,,Pembersih Wajah dan Perawatan Jerawat
sebamed clear face foam,sebamed,face foam,,clear,3.0,,Hidrasi dan Perawatan Kulit Sensitif
skin sake mandelic acid gel niacinamide,skin sake,gel,"mandelic acid, niacinamide",,1.0,,Pembersih Wajah dan Perawatan Jerawat
avoskin the great shield sun essence spf 50 pa,avoskin,essence,,"the great shield sun, spf 50 pa",0.0,,Skincare Anti-Aging dan Brightening
cerave blemish control cleanser daily face jerawat prone skin,cerave,cleanser,,"blemish control, daily, face jerawat prone skin",4.0,,Brightening dengan Bahan Aktif
labore sensitive sebum jerawat cleansing mousse,labore,,,"sensitive, sebum jerawat cleansing mousse",0.0,,Skincare Anti-Aging dan Brightening
emina bright face serum,emina,face serum,,bright,4.0,,Brightening dengan Bahan Aktif
skin sake cream moisturizer urea squalane,skin sake,cream moisturizer,urea squalane,,1.0,,Pembersih Wajah dan Perawatan Jerawat
biore men facial foam cool oil,biore men,facial foam,,cool oil,3.0,,Hidrasi dan Perawatan Kulit Sensitif
tavi cica sun shield,tavi,,cica,sun shield,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
ponds age miracle youthful glow night cream moisturizer,ponds,cream moisturizer,,age miracle youthful glow night,3.0,,Hidrasi dan Perawatan Kulit Sensitif
skintific niacinamide bright boost clay stick,skintific,clay stick,niacinamide,bright boost,4.0,,Brightening dengan Bahan Aktif
rei skin betel leaf glycolic acid jerawat body wash,rei skin,body wash,betel leaf glycolic acid,jerawat,4.0,,Brightening dengan Bahan Aktif
you radiance glow active night gel,you,gel,,radiance glow active night,1.0,,Pembersih Wajah dan Perawatan Jerawat
facerinna low ph gel cleanser,facerinna,gel cleanser,,low ph,1.0,,Pembersih Wajah dan Perawatan Jerawat
safi white expert deep exfoliating,safi,,,white expert deep exfoliating,4.0,,Brightening dengan Bahan Aktif
tavi shield mist,tavi,mist,,shield,3.0,,Hidrasi dan Perawatan Kulit Sensitif
wardah lightening face mist,wardah,face mist,,lightening,3.0,,Hidrasi dan Perawatan Kulit Sensitif
abib spot pad calming touch,abib,spot pad,,calming touch,3.0,,Hidrasi dan Perawatan Kulit Sensitif
viva eye base gel vitamin treatment,viva,gel,vitamin,"eye base, treatment",1.0,,Pembersih Wajah dan Perawatan Jerawat
sk ii essentials,sk ii,essentials,,,0.0,,Skincare Anti-Aging dan Brightening
retinol ceramide capsules skin renewing serum,,"capsules, serum","retinol, ceramide",skin renewing,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
elizabeth arden hyaluronic acid ceramide capsules hydra plumping serum,elizabeth arden,"capsules, serum",hyaluronic acid ceramide,hydra plumping,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
heimish matcha calming gel moisturizer,heimish,gel moisturizer,matcha,calming,0.0,,Skincare Anti-Aging dan Brightening
skintific acid jerawat gel cleanser,skintific,gel cleanser,acid,jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
garnier light complete white speed brightening scrub foam,garnier,scrub foam,,light complete white speed brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
d alba balm,d alba,balm,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
mixsoon centella sun cream,mixsoon,sun cream,centella,,1.0,,Pembersih Wajah dan Perawatan Jerawat
esther radiant night cream,esther,cream,,radiant night,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
emina sun battle spf35 pa,emina,,,sun battle spf35 pa,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
dermaster mild foam cleanser,dermaster,foam cleanser,,mild,3.0,,Hidrasi dan Perawatan Kulit Sensitif
jumiso snail mucin peptide facial essence,jumiso,facial essence,"snail mucin, peptide",,3.0,,Hidrasi dan Perawatan Kulit Sensitif
labore sensitive barrier revive cream,labore,cream,,"sensitive, barrier revive",0.0,,Skincare Anti-Aging dan Brightening
viva revitalizing eye cream vitamin,viva,cream,vitamin,revitalizing eye,1.0,,Pembersih Wajah dan Perawatan Jerawat
somethinc hyaluronic9 essence toner,somethinc,essence toner,hyaluronic9,,0.0,,Skincare Anti-Aging dan Brightening
anessa uv sunscreen gel spf 50 pa,anessa,"sunscreen, gel",,"uv, spf 50 pa",0.0,,Skincare Anti-Aging dan Brightening
garnier bright complete vitamin c,garnier,,vitamin c,bright complete,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
numbuzin glowing essence toner,numbuzin,essence toner,,glowing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
tlf,tlf,,,,,entitas tidak dikenali dictionary LDA,
mixsoon essence,mixsoon,essence,,,0.0,,Skincare Anti-Aging dan Brightening
animate mango salmon dna glowing gel,animate,gel,mango salmon dna,glowing,1.0,,Pembersih Wajah dan Perawatan Jerawat
elizabeth arden prevage treatment boosting cleanser,elizabeth arden,cleanser,,prevage treatment boosting,4.0,,Brightening dengan Bahan Aktif
viva air mawar rose penyegar,viva,penyegar,air mawar rose,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
pyunkang yul ultimate calming solution toner,pyunkang yul,toner,,ultimate calming solution,4.0,,Brightening dengan Bahan Aktif
esther derma bright foaming facial wash cleanser wajah,esther,foaming facial wash cleanser wajah,,derma bright,4.0,,Brightening dengan Bahan Aktif
caudalie high protection stick,caudalie,stick,,high protection,3.0,,Hidrasi dan Perawatan Kulit Sensitif
somethinc low ph gentle jelly cleanser,somethinc,gentle jelly cleanser,,low ph,0.0,,Skincare Anti-Aging dan Brightening
innisfree black tea youth enhancing ampoule serum anti - aging untuk segarkan kulit lelah,innisfree,serum,black tea,"youth enhancing ampoule, anti - aging untuk segarkan kulit lelah",4.0,,Brightening dengan Bahan Aktif
isntree hyaluronic acid stick,isntree,stick,hyaluronic acid,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
surfaktan decyl glucoside,,,surfaktan decyl glucoside,,,entitas tidak dikenali dictionary LDA,
avoskin vitamin c wrinkle balm moisturizing stick,avoskin,"balm, stick",vitamin c,"wrinkle, moisturizing",4.0,,Brightening dengan Bahan Aktif
cetaphil skin renewing cleanser gel,cetaphil,cleanser gel,,skin renewing,1.0,,Pembersih Wajah dan Perawatan Jerawat
nature soothing moisturizer aloe 92 gel,nature,"moisturizer, gel",aloe 92,soothing,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skin sake lactic acid gel alpha arbutin,skin sake,gel,"lactic acid, alpha arbutin",,4.0,,Brightening dengan Bahan Aktif
avoskin vitamin c serum,avoskin,serum,vitamin c,,0.0,,Skincare Anti-Aging dan Brightening
kahf matte sunscreen stick,kahf,matte sunscreen stick,,,0.0,,Skincare Anti-Aging dan Brightening
viva cucumber toner wajah,viva,toner wajah,cucumber,,4.0,,Brightening dengan Bahan Aktif
tlf tempat tusuk gigi,tlf,tempat tusuk gigi,,,,entitas tidak dikenali dictionary LDA,
safi jerawat expert soothing gel moisturizer,safi,gel moisturizer,,jerawat expert soothing,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
dermaster,dermaster,,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
jf anti jerawat protect mild care cleanser,jf,cleanser,,anti jerawat protect mild care,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
erha acneact oil jerawat control facial cleanser,erha,facial cleanser,,acneact oil jerawat control,1.0,,Pembersih Wajah dan Perawatan Jerawat
esther face mist,esther,face mist,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
caudalie serum enhancing anti noda hitam,caudalie,serum,,enhancing anti noda hitam,3.0,,Hidrasi dan Perawatan Kulit Sensitif
the originote eye serum,the originote,serum,,eye,1.0,,Pembersih Wajah dan Perawatan Jerawat
elemis collagen serum,elemis,serum,collagen,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
roro mendut untuk jerawat tlf,"roro mendut, tlf",,,untuk jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
ms glow,ms glow,,,,0.0,,Skincare Anti-Aging dan Brightening
caudalie grape face mist,caudalie,face mist,grape,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
elizabeth arden ceramide retinol eye treatment,elizabeth arden,,ceramide retinol,eye treatment,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
true to skin spf 50 pa,true to skin,,,spf 50 pa,0.0,,Skincare Anti-Aging dan Brightening
cave face wash brightening,cave,face wash,,brightening,0.0,,Skincare Anti-Aging dan Brightening
hada labo tamagohada mild peeling face wash,hada labo tamagohada,face wash,,mild peeling,1.0,,Pembersih Wajah dan Perawatan Jerawat
hada labo moisturizer milk,hada labo,moisturizer,milk,,1.0,,Pembersih Wajah dan Perawatan Jerawat
revlon milk toner,revlon,toner,milk,,1.0,,Pembersih Wajah dan Perawatan Jerawat
acnes creamy wash,acnes creamy,wash,,,0.0,,Skincare Anti-Aging dan Brightening
vaseline lip care,vaseline,lip care,,,,entitas tidak dikenali dictionary LDA,
esther bye aging skin,esther,,,bye aging skin,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
aizen scar barrier,aizen,,,scar barrier,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
erha vitamin c peptides brightening serum,erha,serum,vitamin c peptides,brightening,0.0,,Skincare Anti-Aging dan Brightening
dermies max bright facial comedo extraction,dermies max,,,"bright, facial comedo extraction",4.0,,Brightening dengan Bahan Aktif
dermies max glow,dermies max,,,glow,0.0,,Skincare Anti-Aging dan Brightening
b erl intense moisturizing facial wash pencuci wajah mencerahkan membersihkan kotoran,b erl,facial wash pencuci wajah,,"intense moisturizing, mencerahkan membersihkan kotoran",0.0,,Skincare Anti-Aging dan Brightening
facetology triple care facial gel cleanser,facetology,facial gel cleanser,,triple care,1.0,,Pembersih Wajah dan Perawatan Jerawat
gel gamat moisturizer kolagen teripang gliserin regenerasi kerusakan kulit,,gel gamat moisturizer,kolagen teripang gliserin,regenerasi kerusakan kulit,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
glad2glow pomegranate niacinamide brightening moisturizer,glad2glow,moisturizer,"pomegranate, niacinamide",brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
tocobo berry pore toner,tocobo,toner,berry,pore,3.0,,Hidrasi dan Perawatan Kulit Sensitif
beneath bhumi essence toner,beneath bhumi,essence toner,,,0.0,,Skincare Anti-Aging dan Brightening
somethinc hyaluronic9 essence toner,somethinc,essence toner,hyaluronic9,,0.0,,Skincare Anti-Aging dan Brightening
elemis collagen serum wajah,elemis,serum wajah,collagen,,4.0,,Brightening dengan Bahan Aktif
somethinc calm down skinpair cream pelembab wajah moisturizer untuk kulit sensitif menjaga skin barrier,somethinc,cream pelembab wajah moisturizer,,"calm down skinpair, untuk kulit sensitif menjaga skin barrier",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
ultima ii clear white supreme protective day lotion spf 30 pa,ultima ii,lotion,,"clear white supreme protective day, spf 30 pa",0.0,,Skincare Anti-Aging dan Brightening
cosrx ultra light invisible sunscreen spf50 pa,cosrx,sunscreen,,"ultra light invisible, spf50 pa",0.0,,Skincare Anti-Aging dan Brightening
emina sun battle spf 35 pa jerawat clear cica allantoin airy soothing,emina,,cica allantoin,"sun battle spf 35 pa jerawat clear, airy soothing",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
joylab moisturizer,joylab,moisturizer,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skintific salicylic acid anti jerawat serum,skintific,serum,salicylic acid,anti jerawat,1.0,,Pembersih Wajah dan Perawatan Jerawat
ponds age miracle youthful glow day cream moisturizer,ponds,cream moisturizer,,age miracle youthful glow day,0.0,,Skincare Anti-Aging dan Brightening
base ultra soothe natural sunscreen spf 50 pa,base ultra,sunscreen,,"soothe natural, spf 50 pa",0.0,,Skincare Anti-Aging dan Brightening
azarine hydramax c sunscreen serum spf 50 pa,azarine,sunscreen serum,c,"hydramax, spf 50 pa",0.0,,Skincare Anti-Aging dan Brightening
dear me beauty skin barrier cream,dear me beauty,cream,,skin barrier,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
clinelle uv defense spf50 pa,clinelle,,,uv defense spf50 pa,0.0,,Skincare Anti-Aging dan Brightening
skintific centella jerawat calming toner,skintific,toner,centella,jerawat calming,1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah renew you retinol rejuvenate night moisturizer,wardah,moisturizer,retinol,"renew you, rejuvenate night",1.0,,Pembersih Wajah dan Perawatan Jerawat
b erl intense lightening day cream perawatan wajah mencerahkan niacinamide,b erl,cream,niacinamide,"intense lightening day, perawatan wajah mencerahkan",0.0,,Skincare Anti-Aging dan Brightening
belif cleanser,belif,cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
erha brightening milky essence,erha,essence,milky,brightening,1.0,,Pembersih Wajah dan Perawatan Jerawat
erha ultracalm face toner,erha,toner,,ultracalm face,1.0,,Pembersih Wajah dan Perawatan Jerawat
dermaster wrinkle care brightening,dermaster,,,wrinkle care brightening,4.0,,Brightening dengan Bahan Aktif
somethinc propolis mist face hydrating menghidrasi kulit sepanjang hari,somethinc,mist face,propolis,hydrating menghidrasi kulit sepanjang hari,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
skin game cream moisturizer pelembab wajah untuk kulit sensitif hydrating menjaga barrier,skin game,cream moisturizer pelembab wajah,,untuk kulit sensitif hydrating menjaga barrier,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
cosrx aha bha clarifying treatment toner,cosrx,toner,aha bha,clarifying treatment,4.0,,Brightening dengan Bahan Aktif
skintific ceramide barrier repair serum hydrating untuk memperbaiki kulit sensitif,skintific,serum,ceramide,"barrier repair, hydrating untuk memperbaiki kulit sensitif",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
house of hur brightening skin essence pad,house of hur,essence pad,,brightening skin,4.0,,Brightening dengan Bahan Aktif
dermaster lavijue wrinkle care serum,dermaster lavijue,serum,,wrinkle care,4.0,,Brightening dengan Bahan Aktif
cetaphil cleanser,cetaphil,cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah micellar water bright nature daily lightening cleanser make up waterproof wajah,wardah,"micellar water, cleanser",,"bright nature daily lightening, make up waterproof wajah",4.0,,Brightening dengan Bahan Aktif
wardah renew you anti - aging facial wash,wardah,facial wash,,renew you anti - aging,1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah white brightening eye cream,wardah,cream,,"white, brightening eye",1.0,,Pembersih Wajah dan Perawatan Jerawat
wardah white day cream,wardah,cream,,"white, day",1.0,,Pembersih Wajah dan Perawatan Jerawat
d alba white spray serum,d alba,spray serum,,white,3.0,,Hidrasi dan Perawatan Kulit Sensitif
safi jerawat sebum cleanser,safi,cleanser,,"jerawat, sebum",1.0,,Pembersih Wajah dan Perawatan Jerawat
lore eye care cream,lore,cream,,eye care,1.0,,Pembersih Wajah dan Perawatan Jerawat
haruharu black rice hyaluronic essence,haruharu,essence,black rice hyaluronic,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
,,,,,,tidak ada entitas terdeteksi NER,
kose lotion,kose,lotion,,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
studio tropik oil cleanser,studio tropik,cleanser,,oil,0.0,,Skincare Anti-Aging dan Brightening
studio tropik rescue rx antibacterial face mist,studio tropik rescue rx,face mist,,antibacterial,3.0,,Hidrasi dan Perawatan Kulit Sensitif
avoskin serum mandelic acid panthenol perilla,avoskin,serum,"mandelic acid, panthenol perilla",,4.0,,Brightening dengan Bahan Aktif
b erl berry jerawat treatment oil control,b erl,,berry,jerawat treatment oil control,1.0,,Pembersih Wajah dan Perawatan Jerawat
rose day hydration barrier boost toner,rose day,toner,,hydration barrier boost,4.0,,Brightening dengan Bahan Aktif
innisfree hyaluronic moisturizer sunscreen spf50 pa,innisfree,moisturizer sunscreen,hyaluronic,spf50 pa,0.0,,Skincare Anti-Aging dan Brightening
dermies max smooth skin,dermies max,,,smooth skin,,entitas tidak dikenali dictionary LDA,
bio essence rose,bio,essence,rose,,0.0,,Skincare Anti-Aging dan Brightening
elemis collagen cleanser,elemis,cleanser,collagen,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
nivea men anti kusam wajah segar sepanjang hari,nivea men,,,"anti kusam, wajah segar sepanjang hari",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
cetaphil cleanser,cetaphil,cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
elemis collagen glow boost exfoliator,elemis,,collagen,glow boost exfoliator,3.0,,Hidrasi dan Perawatan Kulit Sensitif
belif essence,belif,essence,,,0.0,,Skincare Anti-Aging dan Brightening
mustika ratu brightening bengkoang face cleanser toner,mustika ratu,face cleanser toner,bengkoang,brightening,3.0,,Hidrasi dan Perawatan Kulit Sensitif
derma express double cleansing,derma express,,,double cleansing,4.0,,Brightening dengan Bahan Aktif
wardah uv shield jerawat sunscreen spf 35 pa bright micellar water,wardah,"sunscreen, micellar water",,"uv shield jerawat, spf 35 pa bright",0.0,,Skincare Anti-Aging dan Brightening
wardah bright moisturizer smooth glow spf 30 pa,wardah,moisturizer,,"bright, smooth glow spf 30 pa",0.0,,Skincare Anti-Aging dan Brightening
wardah gel moisturizer,wardah,gel moisturizer,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
viva face tonic penyegar pelembab untuk kulit normal kering toner,viva,"face tonic, pelembab, toner",,"penyegar, untuk kulit normal kering",3.0,,Hidrasi dan Perawatan Kulit Sensitif
perawatan anti - aging,,,,perawatan anti - aging,0.0,,Skincare Anti-Aging dan Brightening
cosrx moisturizing lotion,cosrx,lotion,,moisturizing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
la roche posay facial gel cleanser,la roche posay,facial gel cleanser,,,1.0,,Pembersih Wajah dan Perawatan Jerawat
senka collagen,senka,,collagen,,3.0,,Hidrasi dan Perawatan Kulit Sensitif
la roche posay cicaplast purifying soothing foaming gel,la roche posay,foaming gel,cicaplast,purifying soothing,3.0,,Hidrasi dan Perawatan Kulit Sensitif
sk ii essence,sk ii,essence,,,0.0,,Skincare Anti-Aging dan Brightening
dermies meso brightening perawatan mengencangkan wajah,dermies meso,,,brightening perawatan mengencangkan wajah,4.0,,Brightening dengan Bahan Aktif
ponds ultra light gel hydrating moisturizer cera hyamino,ponds,"gel, moisturizer",cera hyamino,"ultra light, hydrating",2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
nuface me sun shield spf,nuface me,,,sun shield spf,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
bio beauty lab,bio beauty lab,,,,0.0,,Skincare Anti-Aging dan Brightening
pigeon teens facial foam remaja wajah normal skin dry,pigeon teens,facial foam,,remaja wajah normal skin dry,4.0,,Brightening dengan Bahan Aktif
elvicto bright scrub wash face,elvicto,scrub wash face,,bright,4.0,,Brightening dengan Bahan Aktif
erha shield hydra light,erha,,,shield hydra light,1.0,,Pembersih Wajah dan Perawatan Jerawat
saekin face wash moisturizer,saekin,face wash moisturizer,,,0.0,,Skincare Anti-Aging dan Brightening
pyunkang yul moisturizer cream,pyunkang yul,moisturizer cream,,,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
herborist aloe vera gel,herborist,gel,aloe vera,,1.0,,Pembersih Wajah dan Perawatan Jerawat
viva age advance face serum aging ceramide,viva,face serum,ceramide,"age advance, aging",0.0,,Skincare Anti-Aging dan Brightening
hanasui collagen sunscreen spf 30,hanasui,sunscreen,collagen,spf 30,4.0,,Brightening dengan Bahan Aktif
garnier light complete vitamin c booster serum,garnier,booster serum,vitamin c,light complete,0.0,,Skincare Anti-Aging dan Brightening
b2g3 sunscreen cream ringan fresh,b2g3,"sunscreen, cream",,ringan fresh,4.0,,Brightening dengan Bahan Aktif
enchanteur,enchanteur,,,,,entitas tidak dikenali dictionary LDA,
labore hydrating face body cleanser,labore,body cleanser,,hydrating face,0.0,,Skincare Anti-Aging dan Brightening
aizen cleanser moisturizer,aizen,cleanser moisturizer,,,4.0,,Brightening dengan Bahan Aktif
somethinc sunscreen spf 40 pa,somethinc,sunscreen,,spf 40 pa,0.0,,Skincare Anti-Aging dan Brightening
somethinc sunscreen spf 40 pa,somethinc,sunscreen,,spf 40 pa,0.0,,Skincare Anti-Aging dan Brightening
wardah rose hyaluronic pentavitin deep barrier repair serum allantoin perawatan wajah untuk kulit resilient skin,wardah,serum,"rose hyaluronic pentavitin, allantoin","deep barrier repair, perawatan wajah untuk kulit resilient skin",4.0,,Brightening dengan Bahan Aktif
aizen cleanser,aizen,cleanser,,,4.0,,Brightening dengan Bahan Aktif
wardah micellar water bright nature daily lightening cleanser make up waterproof,wardah,"micellar water, cleanser",,"bright nature daily lightening, make up waterproof",4.0,,Brightening dengan Bahan Aktif
wardah solusi masalah kulit face wash moisturizer day cream,wardah,"face wash moisturizer, cream",,"solusi masalah kulit, day",0.0,,Skincare Anti-Aging dan Brightening
himalaya dark spot treatment turmeric face wash,himalaya,face wash,turmeric,dark spot treatment,0.0,,Skincare Anti-Aging dan Brightening
la roche posay niacinamide serum mencerahkan noda hitam,la roche posay,serum,niacinamide,mencerahkan noda hitam,0.0,,Skincare Anti-Aging dan Brightening
breylee sunscreen spf 50 face sunblock,breylee,"sunscreen, face sunblock",,spf 50,2.0,,"Pelembap, Retinol, dan Perlindungan Kulit"
erha glow booster hexyl resorcinol mencerahkan wajah vitamin kusam jerawat perawatan berminyak,erha,,"hexyl resorcinol, vitamin","glow booster, mencerahkan wajah, kusam jerawat perawatan berminyak",1.0,,Pembersih Wajah dan Perawatan Jerawat
azarine toner mild purifying,azarine,toner,,mild purifying,3.0,,Hidrasi dan Perawatan Kulit Sensitif
